"","Anon.Student.Id","X","Condition","hints_req","num_errors","minSpent","deltaErrors","intrcpErrors","deltaHints","intrcpHints","Inc..Cor","Inc..Hint","Inc..Inc","NumBOH","firstHintGeom","hintsGeom","errorsGeom","stubbornGeom","numErrors1","numErrors2","numErrors3","numErrors4","numHints1","numHints2","numHints3","numHints4","steptime1","steptime2","steptime3","steptime4","firstHint1","firstHint2","firstHint3","firstHint4"
"14","Stu_0be70eb2a871c319496ac62dfade9f8b",14,"interleaved",0.0619469026548673,0.504424778761062,0.699705014749262,-0.00668707166145452,0.885587863463969,-0.00113946370350655,0.126896333754741,0.873655913978495,0.0309139784946237,0.0954301075268817,0,0.571428571428571,0.78125,0.308641975308642,0.5,16,18,13,9,0,5,2,0,1647,1323,1056,5323,0,3,0,0
"15","Stu_0cfcc8521a7c73c8e642667a5314f321",15,"moderate",0.0446428571428571,0.669642857142857,1.03095238095238,0.00494157241944852,0.390444015444016,-0.000568045922028222,0.0767374517374517,0.841025641025641,0.0341880341880342,0.124786324786325,0,0.5,0.857142857142857,0.285714285714286,0.333333333333333,20,25,20,10,1,3,1,0,2217,2231,1749,3926,1,2,1,0
"16","Stu_0d123da7b8eaa1d2260a16cc636831dc",16,"moderate",0.247787610619469,1.07079646017699,1.20929203539823,-0.0118271342071994,1.74494310998736,-0.00392574356244594,0.471554993678887,0.747237196765499,0.1107367475292,0.142026055705301,0,0.235294117647059,0.481481481481482,0.178082191780822,0.277777777777778,52,31,20,17,7,15,3,3,3926,1840,1576,6381,6,5,0,2
"17","Stu_0ee832c267511e90d6a09634ae50a465",17,"single",0,2.12037037037037,3.25262345679012,-0.0180199491268684,3.1024575977847,0,0,0.810309146489646,0,0.189690853510354,0,1,1,0.116731517509728,NA,58,74,71,24,0,0,0,0,1590,6682,5850,10079,0,0,0,0
"18","Stu_0fa421b3109ce01515e05cc17fa47613",18,"blocked",1.52631578947368,4.86315789473684,12.0861403508772,-0.0851343784994401,8.94960806270997,-0.011478163493841,2.07726763717805,0.588351949160968,0.0990476121775856,0.312600438661447,0.0421052631578947,0.108108108108108,0.205479452054795,0.066815144766147,0.266666666666667,132,123,110,54,24,32,44,16,2453,32930,21231,4154,9,15,7,2
"19","Stu_0fc0cabe2864f1ada56adf7ec53eaa33",19,"interleaved",0.34,1.25,7.9255,-0.00475847584758476,1.49030303030303,-0.00493249324932493,0.589090909090909,0.77890625,0.0911458333333333,0.129947916666667,0,0.222222222222222,0.46875,0.196078431372549,0.263157894736842,52,25,30,16,14,14,4,2,1983,13227,16582,18977,6,6,1,1
"20","Stu_111100933da82866fcea6d998b2deb88",20,"moderate",0.76530612244898,3.10204081632653,7.61003401360544,-0.0164871946904347,3.91815695350305,-0.00672621438453545,1.09825373448348,0.699918192918193,0.0645925925925926,0.235489214489214,0.102040816326531,0.222222222222222,0.348837209302326,0.091743119266055,0.222222222222222,90,77,92,38,28,15,11,2,2304,28528,7960,6950,13,1,0,0
"21","Stu_122441360922d6ad0f5b0367cb224916",21,"interleaved",0.321100917431193,1.27522935779817,5.00886850152905,-0.00256695394310076,1.41641182466871,0.00742285237698082,-0.0871559633027525,0.837611607142857,0.00677083333333333,0.15561755952381,0.00917431192660551,0.235294117647059,0.517241379310345,0.181818181818182,0.176470588235294,47,38,23,27,20,7,1,0,2736,18704,3083,11035,12,1,0,0
"22","Stu_126e43921d496179255efa8d4402800c",22,"blocked",0.0283018867924528,0.650943396226415,4.22735849056604,-0.00437816459682091,0.885175202156333,-4.53434768370403e-05,0.0307277628032345,0.877631578947368,0.0105263157894737,0.111842105263158,0,0.8,0.909090909090909,0.303030303030303,0.5,25,21,9,14,1,2,0,0,2467,14065,2665,9625,1,0,0,0
"23","Stu_13c739cc2ac583df28b45ae2917fbce6",23,"single",0.111111111111111,4.16666666666667,1.76574074074074,-0.0248649575580897,5.52180685358255,-0.00260081739975421,0.252855659397715,0.714529945012487,0.0105274286325679,0.274942626354945,0,0.4,0.731707317073171,0.0659340659340659,0.5,129,110,128,58,3,3,4,1,3007,2676,2720,5178,1,2,2,1
"24","Stu_144c675927ba36789ed6433f989b90da",24,"increased",1,2.71739130434783,3.42101449275362,-0.0260160596766488,3.92713807931199,-0.0300695097329039,2.39823220258003,0.703691678691679,0.0505984755984756,0.245709845709846,0.0108695652173913,0.181818181818182,0.294117647058824,0.112781954887218,0.296296296296296,88,57,61,30,11,24,29,8,3230,2043,2497,7206,6,4,7,1
"25","Stu_15595b84aabe355079cb53ef616b7ff0",25,"increased",0.773913043478261,2.23478260869565,2.87275362318841,-0.0267261106288961,3.78489702517163,-0.0192614219206186,1.89107551487414,0.775335114888867,0.0472927868465394,0.177372098264593,0.0521739130434783,0.166666666666667,0.3,0.109090909090909,0.230769230769231,84,62,59,40,23,23,17,7,2373,2367,2730,13191,10,6,4,0
"26","Stu_17ccef196180f04dd04afcd4eaf5f203",26,"blocked",2.34821428571429,3.91071428571429,4.96011904761905,0.0101564902449858,3.33687258687259,0.00908873475245157,1.86148648648649,0.587284383160904,0.161130573310417,0.251585043528679,0.0714285714285714,0.0714285714285714,0.12987012987013,0.0737100737100737,0.131147540983607,113,103,94,67,71,51,56,23,3198,6088,2406,14696,30,10,11,1
"27","Stu_182ab5c6a511381519769eb29a180a4d",27,"increased",0.194444444444444,1.68518518518519,5.40092592592592,-0.0063257976316366,2.02994115610938,0.00854077948307563,-0.271028037383178,0.75152922957801,0.0202090592334495,0.22826171118854,0,0.444444444444444,0.612244897959184,0.143540669856459,0.444444444444444,58,48,46,27,4,7,7,1,2442,12381,6066,17673,2,2,1,0
"28","Stu_1bfc65cd36fb6211ea966b1d86b77f3c",28,"blocked",0,1.07865168539326,12.6940074906367,0.00268981954375212,0.957609805924413,0,0,0.850854700854701,0,0.149145299145299,0,1,1,0.24,NA,34,28,19,14,0,0,0,0,3818,40622,12795,12337,0,0,0,0
"29","Stu_1dccb85afc5f24b01e7c83dff6c056b4",29,"increased",0,1.1140350877193,2.1672514619883,-0.00129199489682267,1.1883247942866,0,0,0.919082125603865,0,0.0809178743961353,0,1,1,0.194805194805195,NA,43,27,37,17,0,0,0,0,2349,2424,2128,10622,0,0,0,0
"30","Stu_1e4ba2eea4732b758cc4e0fbaa9a3c9c",30,"moderate",2.80869565217391,3.50434782608696,2.1636231884058,-0.00936636944685554,4.04759725400458,-0.0223940661248323,4.1162471395881,0.550142862371123,0.170608387184474,0.279248750444403,0.147826086956522,0.0754716981132075,0.119047619047619,0.0737100737100737,0.180327868852459,124,100,97,56,71,80,56,15,1917,1667,2295,7486,30,16,3,0
"31","Stu_1f6a93d6bcec19559022bd21494d24c8",31,"blocked",0.546511627906977,1.77906976744186,17.2883720930233,-0.0261427425821973,2.91627906976744,-0.00957592339261286,0.963064295485636,0.75520365378856,0.0678945792153339,0.176901766996107,0.0232558139534884,0.25,0.416666666666667,0.169491525423729,0.333333333333333,41,39,39,28,7,11,19,5,5166,62101,9427,11594,4,4,4,0
"32","Stu_21550f769032c2d7ab4a8d8ef1a39bb8",32,"blocked",0.866071428571429,3.5,2.80833333333333,-0.0186643660094987,4.55453667953668,0.000311784603820003,0.848455598455598,0.696551452539476,0.0564806451033996,0.246967902357124,0.00892857142857143,0.153846153846154,0.247933884297521,0.0733496332518337,0.290322580645161,110,107,100,62,26,26,16,23,2702,2093,1984,10710,12,3,5,2
"33","Stu_21ef58ac79f20083cdfdf6f0e536bf9a",33,"blocked",0.771084337349398,3.28915662650602,17.9471887550201,0.0252928088661265,2.22685865412871,0.020129297678519,-0.0743461651483984,0.635479038505354,0.0617069504569505,0.302814011037695,0.0240963855421687,0.210526315789474,0.384615384615385,0.10752688172043,0.285714285714286,73,76,61,39,16,16,15,1,1828,55893,24886,6283,9,4,2,0
"34","Stu_2282d5f2e47add10b810d1ff77566c10",34,"blocked",0.13953488372093,4.19767441860465,3.51608527131783,-0.0685221000990614,7.17838577291382,-0.00564177555545073,0.384952120383037,0.684072477240672,0.00968553660725734,0.306241986152071,0,0.333333333333333,0.714285714285714,0.0852272727272727,0.466666666666667,97,89,86,50,1,5,6,0,3022,2423,2290,5890,1,3,4,0
"35","Stu_23e8ae434f20a444e7f95d89042f3f34",35,"increased",0.8,2.08695652173913,2.68855072463768,-0.0004418843209974,2.11258581235698,-3.15631657855295e-05,0.801830663615561,0.713893398268398,0.115854978354978,0.170251623376623,0,0.133333333333333,0.254237288135593,0.115830115830116,0.212121212121212,73,67,61,28,12,27,37,12,3169,2357,3371,17300,8,11,6,1
"36","Stu_23f26c510b39216759de1f95f9dbb35a",36,"single",0.0816326530612245,1.16326530612245,6.66513605442177,-0.0112464854732896,1.71996633705028,-0.00175965418969837,0.168735535451294,0.792013888888889,0.0371527777777778,0.170833333333333,0,0.5,0.789473684210526,0.20979020979021,0.5,38,27,31,17,2,4,2,0,1642,21754,14059,4870,2,1,1,0
"37","Stu_27101c4660fe8895eb6a1f836e17cce8",37,"increased",0.297029702970297,1.31683168316832,7.76402640264027,-0.0075946418171229,1.70415841584159,-0.00557949912638323,0.581584158415842,0.799691358024691,0.0737654320987654,0.126543209876543,0,0.25,0.5,0.185185185185185,0.294117647058824,37,33,39,23,10,12,8,0,6738,23051,7444,11696,5,6,1,0
"38","Stu_27378bffbee0faf03d2016ebf61cc7e2",38,"blocked",0.115789473684211,3.35789473684211,9.87333333333333,-0.0227323628219485,4.44904815229563,0.000601903695408734,0.0868980963045913,0.740323489296092,0.0139388009251023,0.245737709778806,0,0.363636363636364,0.731707317073171,0.0872093023255814,0.416666666666667,78,98,93,45,0,5,4,2,1740,28135,13431,14162,0,3,2,2
"39","Stu_27c0b9382669f1c56e2adcde294d65b4",39,"blocked",0.0833333333333333,1.30555555555556,2.28395061728395,-0.00305334057370411,1.47196261682243,-0.00244362513932951,0.216510903426791,0.792594834543987,0.0184792843691149,0.188925881086898,0,0.4,0.769230769230769,0.177514792899408,0.5,49,27,36,27,2,3,3,1,1915,7287,4723,4585,1,3,2,0
"40","Stu_28a0a6c45a340ff204f21bf16b234197",40,"increased",1.35087719298246,3.54385964912281,3.47178362573099,0.00218707600089102,3.41810277907157,-0.00342641906806262,1.54789628939606,0.663806120373714,0.0965928287117166,0.23960105091457,0.0263157894736842,0.114285714285714,0.181818181818182,0.0707547169811321,0.205128205128205,120,114,100,60,22,36,56,21,2278,1771,4808,17027,13,7,10,1
"41","Stu_296d75f607d62ce8f3294e6bdd4a7d19",41,"moderate",0.449152542372881,1.94067796610169,2.42146892655367,-0.00644586387358072,2.32420686657975,-0.0035023135721042,0.657540199913082,0.695227788084931,0.0679962894248608,0.236775922490208,0,0.181818181818182,0.375,0.119521912350598,0.307692307692308,79,71,42,29,6,15,19,10,3256,3359,6238,8049,4,9,4,1
"42","Stu_29824806b2ceca13a6d99c682848beaf",42,"blocked",1.11711711711712,1.77477477477477,3.04129129129129,0.0035100035100035,1.57821457821458,-0.00781853281853284,1.55495495495496,0.612362637362637,0.180482295482295,0.207155067155067,0.018018018018018,0.114285714285714,0.218978102189781,0.137614678899083,0.179487179487179,63,45,51,29,37,38,19,13,2975,5466,2415,10727,17,8,5,1
"43","Stu_2a0b823d015e212365a16f380c1b54e8",43,"increased",6.17948717948718,4.20512820512821,2.53504273504274,-0.00277990079275876,4.36914235190097,0.0375548861814203,3.99793692897141,0.574222841788375,0.148069864506588,0.277707293705036,0.461538461538462,0.0597014925373134,0.0613496932515337,0.0681818181818182,0.166666666666667,149,99,91,71,117,146,132,64,2873,1917,1307,9681,46,11,5,1
"44","Stu_2a91910904fb41d5ecf20e658e293aaf",44,"blocked",0.162393162393162,0.427350427350427,1.6982905982906,-0.000756792399106837,0.472001178897731,-0.00354418618591617,0.371500147362216,0.884615384615385,0.0683760683760684,0.047008547008547,0.00854700854700855,0.444444444444444,0.604166666666667,0.367088607594937,0.375,21,7,10,12,7,11,1,0,3541,2333,1966,6121,3,2,0,0
"45","Stu_2bf0ef986d28a5420a214e5dbf5f30d1",45,"moderate",0.177966101694915,5.15254237288136,3.23813559322034,-0.028186502762774,6.82963928726641,0.00629247787772215,-0.196436332029553,0.609950065018397,0.0122616306912926,0.37778830429031,0,0.363636363636364,0.6,0.0517241379310345,0.416666666666667,171,161,157,61,6,5,4,5,3559,3352,2847,10874,4,0,1,2
"46","Stu_2bf7614f688dbd63efac7129bd8254fa",46,"moderate",0.20353982300885,1.76106194690265,2.73982300884956,-0.00984762791935589,2.32237673830594,0.00257834852618271,0.0565739570164351,0.711638237384506,0.0605188343994314,0.227842928216063,0,0.25,0.566037735849057,0.133333333333333,0.368421052631579,75,61,41,18,5,13,4,1,2463,2177,2580,14410,5,6,1,0
"47","Stu_2c42b138d26591dc5b54152cfa791415",47,"moderate",0,1.92035398230089,2.66533923303835,-0.00533967662519129,2.22471554993679,0,0,0.800904460346521,0,0.19909553965348,0,1,1,0.122881355932203,NA,69,51,48,39,0,0,0,0,2529,1967,1791,15173,0,0,0,0
"48","Stu_2e9121fd839305a77a508af7a45b5ae7",48,"interleaved",11.2212389380531,6.16814159292035,3.08318584070796,-0.051558653270344,9.10698482932996,0.0284782753343535,9.65107458912769,0.52601478388894,0.111969569514895,0.362015646596166,0.592920353982301,0.04,0.0334075723830735,0.0645161290322581,0.073394495412844,138,114,97,86,278,266,251,73,2195,2216,2594,13254,92,3,0,1
"49","Stu_2f5aa276ac6828ad5a90285263efad21",49,"single",0,1.57142857142857,5.74336734693878,-0.0121263125681388,2.17168104355144,0,0,0.860739087301587,0,0.139260912698413,0,1,1,0.155555555555556,NA,50,37,39,26,0,0,0,0,1714,19237,11309,4491,0,0,0,0
"50","Stu_2fd29e4bc51bde5c4c548818b338f41f",50,"moderate",0.00854700854700855,1.05128205128205,1.48361823361823,0.00517765888893884,0.745800176834661,0.000232282815567444,-0.00515767757147067,0.819506384600724,0,0.180493615399276,0,0.8,0.967741935483871,0.197368421052632,0.5,31,39,32,20,0,1,0,0,2856,2012,2615,6441,0,1,0,0
"51","Stu_2fd6d00f7bc643e0847c83f26cd2c932",51,"single",3.48181818181818,3.60909090909091,1.82742424242424,-0.0101210468182945,4.17080900750625,-0.0460609066113653,6.03819849874896,0.51335289561096,0.271483385193063,0.215163719195977,0.318181818181818,0.0597014925373134,0.0817438692098093,0.0709219858156028,0.125,95,96,114,88,68,114,106,49,3698,2830,2737,6297,34,22,5,2
"52","Stu_303b9129edf2ef2f27aa842f7e942c1c",52,"moderate",0.079646017699115,4.30973451327434,2.30339233038348,0.0149461041985495,3.45780657395701,-4.15862665513342e-05,0.0820164348925411,0.668180149767765,0.00645058718181248,0.325369263050422,0,0.333333333333333,0.769230769230769,0.0591715976331361,0.466666666666667,147,139,117,74,3,3,1,2,2373,2178,1806,10240,3,3,0,2
"53","Stu_310fea7d7a347617b97db08c6063f398",53,"moderate",0.615384615384615,2.66666666666667,2.7537037037037,-0.0131651905468387,3.44341290893015,-0.000861694315814712,0.666224580017683,0.750528313177123,0.0552114827412446,0.194260204081633,0.0170940170940171,0.19047619047619,0.3125,0.0923076923076923,0.28,94,69,89,43,17,26,20,3,3024,2485,2701,12059,10,5,2,0
"54","Stu_3121c17de835bc4bef8b3a7fb303edaf",54,"interleaved",0.282828282828283,0.515151515151515,8.78518518518519,-0.0078169449598021,0.90599876314162,-0.00171923314780458,0.368789940218512,0.65,0.267171717171717,0.0828282828282828,0,0.25,0.535714285714286,0.37037037037037,0.142857142857143,19,7,13,12,12,6,6,2,1893,35981,10316,6444,8,1,2,1
"55","Stu_3152fd806a55fe5abffc86370e59c0e0",55,"moderate",1.6551724137931,2.79310344827586,3.7455938697318,-0.0189728074651892,3.62790697674418,-0.0359772545017131,3.23817161186848,0.677416274201989,0.161946624803768,0.160637100994244,0.126436781609195,0.137931034482759,0.218978102189781,0.114503816793893,0.1875,61,58,68,45,48,26,24,9,2324,2650,2080,17039,18,2,4,1
"56","Stu_32956a071e61d87f1f11cb5fb48c843b",56,"blocked",1.52136752136752,2.83760683760684,2.2514245014245,-0.0408143385934151,5.24565281461833,-0.0143266046246759,2.3666371942234,0.674815941205027,0.129978998086723,0.19520506070825,0.0512820512820513,0.0952380952380952,0.16304347826087,0.087719298245614,0.191489361702128,116,78,77,41,29,70,40,15,2885,2330,3061,6123,16,18,3,1
"57","Stu_33f585ad39c49eb30468ee16f2a43d31",57,"interleaved",2.12612612612613,2.18918918918919,2.47447447447447,-0.0134169884169884,2.94054054054054,-0.0319410319410319,3.91482391482392,0.554144939656303,0.264385330578512,0.181469729765184,0.0630630630630631,0.0769230769230769,0.128205128205128,0.111940298507463,0.127272727272727,96,49,57,36,62,78,57,7,2917,2450,3123,10770,30,14,4,0
"58","Stu_3424f65fd324f5acbbcbfb1d1916e38d",58,"blocked",0.0714285714285714,0.928571428571429,7.36581632653061,0.00556586270871985,0.653061224489796,0.00100096270935741,0.0218809173153797,0.829790249433107,0.0297902494331066,0.140419501133787,0,0.4,0.810810810810811,0.25,0.4,34,24,19,13,2,4,1,0,4013,21651,10578,8927,2,3,1,0
"59","Stu_3516f7cd5b8fcf5ea7971f987c374470",59,"moderate",0.0412371134020619,1.07216494845361,9.59381443298969,-0.00444456132968651,1.28994845360825,0.00194613928045445,-0.0541237113402063,0.839923469387755,0.00279017857142857,0.157286352040816,0,0.8,0.909090909090909,0.227272727272727,0.5,32,26,25,19,0,3,0,0,1991,28816,15482,10620,0,1,0,0
"60","Stu_3546243c148e1c0fd550487155c2633a",60,"moderate",0.0363636363636364,1.07272727272727,4.20409090909091,-0.00404841872731781,1.29741451209341,0.00100083402835696,-0.0191826522101752,0.820934411500449,0.00269541778975741,0.176370170709793,0,0.666666666666667,0.882352941176471,0.202702702702703,0.5,38,28,26,26,0,0,4,0,2211,13358,8265,5417,0,0,2,0
"61","Stu_36979e9baa927de19e4ea67ec6ccde6a",61,"single",0.073394495412844,0.541284403669725,1.25733944954128,-0.00288203132239829,0.699796126401631,-0.00112130479102956,0.13506625891947,0.790476190476191,0.0785714285714286,0.130952380952381,0,0.444444444444444,0.733333333333333,0.275,0.444444444444444,18,17,16,7,4,1,3,0,2209,2096,1812,6742,2,1,2,0
"62","Stu_380a9d496fab86f4e174ad26555f1d50",62,"increased",1.56179775280899,2.52808988764045,2.92883895131086,-0.0212291453864487,3.48340143003064,0.0221484508001362,0.58758937691522,0.625443683008259,0.176770339131963,0.197785977859779,0.112359550561798,0.137931034482759,0.2,0.119521912350598,0.193548387096774,75,58,51,37,39,37,39,5,2560,1889,2633,6658,14,8,3,0
"63","Stu_38a0d1274ef939b9f5f172c3e83a2d9a",63,"interleaved",0.186915887850467,1.57943925233645,4.14890965732087,-0.0122651305864143,2.24175630400282,-0.00314465408805031,0.356727208605184,0.814206349206349,0.028015873015873,0.157777777777778,0,0.363636363636364,0.625,0.151515151515152,0.384615384615385,63,43,33,29,2,10,4,2,1730,11451,2861,15377,2,5,0,0
"64","Stu_393d6b2d24728a7e72914375802109e5",64,"moderate",0.127272727272727,2.93636363636364,3.26106060606061,-0.016441629285666,3.84887406171809,-0.00398530306787187,0.348457047539616,0.717733589162161,0.0227120762835049,0.259554334554335,0,0.285714285714286,0.681818181818182,0.0867052023121387,0.333333333333333,97,110,74,35,2,7,4,1,2048,10884,1577,8672,2,6,2,0
"65","Stu_3a0b2c76d92919b95698c978840c5b59",65,"single",0.931372549019608,1.95098039215686,5.56862745098039,-0.000469321632334566,1.97515045622209,0.00472148871083567,0.688215880411571,0.655979748221128,0.116926655719759,0.227093596059113,0.0784313725490196,0.153846153846154,0.27027027027027,0.136986301369863,0.266666666666667,62,48,62,17,5,21,38,17,1830,12720,12590,10362,3,8,11,0
"66","Stu_3ad63fe9dc17b3bcd4e3e459753eedfc",66,"blocked",7.1,5.59090909090909,4.14681818181818,0.0487027477853166,2.88790658882401,0.0436625115524198,4.6767306088407,0.49823462657054,0.161842066793047,0.339923306636413,0.0545454545454545,0.0547945205479452,0.0544464609800363,0.0557620817843866,0.166666666666667,204,144,106,54,140,170,144,67,2721,3205,2506,11437,52,16,0,1
"67","Stu_3b78f74771f2a716ead67116f0c47272",67,"increased",0.702479338842975,4.10743801652893,2.36942148760331,-0.0214334101070316,5.41487603305786,-0.00782414307004471,1.1797520661157,0.682929564220253,0.0283209715262504,0.288749464253497,0.0413223140495868,0.2,0.283018867924528,0.0588235294117647,0.36,148,140,120,72,19,19,30,8,3564,4143,2447,6309,9,3,3,1
"68","Stu_3cf0015e21a21dabb53c1080cf14e5a7",68,"moderate",0.00847457627118644,1.94915254237288,1.46341807909605,-0.0157622370982291,2.88700564971751,-5.4780712806635e-05,0.0117340286831812,0.789662646590357,0.00109529025191676,0.209242063157726,0,0.8,0.966666666666667,0.112403100775194,0.5,55,60,71,43,0,0,1,0,2467,2535,3233,5743,0,0,1,0
"69","Stu_3d6cb7dfe38fbf85023ccc643ada8a37",69,"single",3.08421052631579,2.61052631578947,8.52859649122807,-0.000545912653975364,2.63673012318029,-0.0212206047032475,4.10279955207167,0.562404870624049,0.258143074581431,0.179452054794521,0.389473684210526,0.0769230769230769,0.129310344827586,0.110294117647059,0.111111111111111,69,70,64,39,48,78,45,31,2356,37078,7047,5324,24,18,6,0
"70","Stu_3e5cef34f5ce3532385a74bd9b1d2b0f",70,"increased",0.234782608695652,1.63478260869565,2.56086956521739,-0.0176757774958674,2.65472263868066,-0.00213354861031022,0.357571214392803,0.780405405405405,0.0559684684684685,0.163626126126126,0,0.235294117647059,0.535714285714286,0.13953488372093,0.263157894736842,63,48,46,28,11,6,6,3,2517,2251,2870,10759,9,2,2,0
"71","Stu_3ee88a2685b6d35ec2e4c2ae606be3b7",71,"interleaved",0.0427350427350427,1.13675213675214,1.40982905982906,-0.0116141407783722,1.8219864426761,-0.00135623192315185,0.122752726201002,0.786654135338346,0.0609857978279031,0.152360066833751,0,0.444444444444444,0.857142857142857,0.188679245283019,0.285714285714286,49,40,25,15,3,2,0,0,2350,1752,2369,7039,3,2,0,0
"72","Stu_3fc68a7334debc9f4568ab8faa8b8272",72,"moderate",0.280701754385965,1.32456140350877,2.60219298245614,-0.0116927563232822,1.9968948920975,-0.00422024665357121,0.52336593696631,0.771603520857252,0.0970149253731343,0.131381553769613,0,0.173913043478261,0.483870967741936,0.166666666666667,0.208333333333333,47,45,30,28,9,20,3,0,3220,2153,1804,10308,6,12,1,0
